DateTime,Title,Summary,Source,URL,Keywords,Region,Sentiment
2024-12-14 14:00,국민의힘 내 탄핵 찬성 23명 확보,2차 탄핵 표결을 앞두고 국민의힘 내에서 최소 23명의 탄핵 찬성 의원이 확인됐다. 1차 때 3명에 불과했던 이탈표가 크게 늘어났다. 김상욱 김예지 등이 공개적으로 찬성 의사를 밝혔다.,BBC,https://www.bbc.co.uk/news/articles/c140xjv31lxo,"국민의힘,이탈표,23명,김상욱,김예지",한국,Negative
2024-12-14 15:00,노동조합 총파업 참여,민주노총이 윤석열 퇴진을 요구하며 총파업에 돌입했다. 계엄 당시 노조 탄압 시도를 규탄하고 노동자의 정치 참여 권리를 주장했다. 전국 각지에서 노동자들이 탄핵 집회에 합류했다.,Korean Times,https://www.koreatimes.co.kr/www/nation/2024/12/281_387711.html,"민주노총,총파업,노동자,탄압규탄,정치참여",한국,Positive
2024-12-14 16:00,탄핵 표결 직전 긴장 고조,"국회 본회의장 앞에 시민들이 운집하며 탄핵 가결을 촉구했다. 국민의힘 의원들에게 ""역사의 심판을 받으라""고 외쳤다. 경찰은 만일의 사태에 대비해 경계를 강화했다. 정치적 운명이 결정될 순간이 다가왔다.",한겨레,https://www.hani.co.kr/arti/politics/politics_general/1172042.html,"표결직전,긴장고조,시민운집,역사심판,경찰경계",한국,Negative
2024-12-14 17:00,탄핵안 가결 204표 찬성,국회가 윤석열 대통령 탄핵소추안을 가결했다. 찬성 204표 반대 85표 기권 3표 무효 8표로 통과됐다. 국민의힘에서 최소 12명이 찬성표를 던진 것으로 분석됐다. 윤석열은 즉시 직무정지되고 한덕수 총리가 권한대행을 맡았다.,Wikipedia,https://en.wikipedia.org/wiki/Impeachment_of_Yoon_Suk_Yeol,"탄핵가결,204표,직무정지,한덕수,권한대행",한국,Positive
2024-12-14 17:30,시민들 환호와 눈물,"탄핵 가결 소식에 국회 앞 시민들이 환호성을 질렀다. 많은 이들이 감격의 눈물을 흘렸으며 태극기를 흔들며 ""민주주의 만세""를 외쳤다. 평화적 시민 참여가 정치 변화를 이끌어낸 역사적 순간이었다.",한국일보,https://www.hankookilbo.com/News/Read/A2024121417010000691,"탄핵환호,시민감격,민주주의만세,평화시위,역사적순간",한국,Positive
2024-12-14 18:00,"헌재 ""신속 공정 심리"" 약속",문형배 헌법재판소장 권한대행이 탄핵 심판을 신속하고 공정하게 진행하겠다고 밝혔다. 180일 이내에 결정해야 하며 0순위로 처리할 것이라고 했다. 이미선 정형식 재판관을 주심으로 지정했다.,나무위키,https://namu.wiki/w/윤석열 대통령 탄핵 심판,"헌재,신속심리,문형배,180일,주심지정",한국,Negative
2024-12-14 19:00,"윤석열 ""헌재에서 싸우겠다""","윤석열이 탄핵 가결 후 ""헌법재판소에서 정당성을 입증하겠다""고 밝혔다. 계엄 선포의 정당성을 끝까지 주장하며 불복 의사를 표명했다. 지지자들에게 ""함께 싸워달라""고 호소했다.",Korea Herald,https://news.koreaherald.com/view.php?ud=20241214050037,"윤석열,불복,헌재투쟁,정당성주장,지지호소",한국,Negative
2024-12-14 20:00,국제사회 환영 논평,"미국 영국 EU 등이 한국 국회의 민주적 결정을 환영했다. ""한국 민주주의의 성숙함을 보여줬다""고 평가했다. 신속한 헌법적 절차 진행과 정치 안정 회복을 기대한다고 밝혔다.",Financial Times,https://www.ft.com/content/a13a7978-6fbe-4f44-9c78-1fc066d8a88b,"국제환영,민주주의성숙,미국영국EU,헌법절차,정치안정",국제,Positive
2024-12-15 9:00,탄핵 반대 집회 충돌,"광화문에서 탄핵 반대 집회가 열려 탄핵 찬성 시민들과 충돌했다. 전광훈 목사 등이 주도한 집회에서 ""부정선거"" ""종북 세력"" 등의 주장이 나왔다. 경찰이 양측을 분리하며 물리적 충돌을 막았다.",위키백과,https://ko.wikipedia.org/wiki/2024년_윤석열_대통령_탄핵_반대운동,"탄핵반대,광화문,전광훈,충돌,부정선거",한국,Negative
2024-12-15 11:00,헌재 첫 준비기일 12월 27일,헌법재판소가 12월 27일 첫 준비기일을 열기로 했다. 양측의 주장을 듣고 증거와 증인을 정리할 예정이다. 탄핵 심판의 본격적인 시작을 알리는 절차다.,나무위키,https://namu.wiki/w/윤석열 대통령 탄핵 심판/진행내역,"헌재,준비기일,12월27일,증거정리,심판시작",한국,Negative
2024-12-15 12:00,정치권 차기 대선 움직임,탄핵 가결로 60일 내 대선이 예상되며 정치권이 술렁였다. 이재명 한동훈 등 유력 주자들의 행보에 관심이 쏠렸다. 정치 지형 재편과 새로운 리더십에 대한 기대가 높아졌다.,카네기국제평화재단,https://carnegieendowment.org/research/2025/04/yoons-impeachment-and-south-koreas-future?lang=en,"차기대선,이재명,한동훈,정치재편,리더십",한국,Negative
2024-12-15 13:00,여야 헌재 재판관 임명 합의,여야가 헌재 재판관 3명 임명에 합의했다. 국회 추천 몫으로 여당 1명 야당 2명을 임명하기로 했다. 9인 완전 체제로 탄핵 심판을 진행할 수 있게 됐다. 헌재 구성 완료로 공정성 논란이 해소됐다.,Yonhap,https://en.yna.co.kr/view/AEN20241215005100315,"헌재재판관,임명합의,여야협의,9인체제,공정성",한국,Positive
2024-12-15 14:00,탄핵 가결 후 원화 강세,탄핵 가결 후 정치 불확실성 해소 기대로 원화가 강세를 보였다. 달러 대비 1420원대로 하락했으며 주식시장도 안정세를 찾았다. 경제계는 조속한 정치 안정을 촉구했다.,Bloomberg,https://www.bloomberg.com/news/articles/2024-12-02/south-korea-budget-tussle-tests-yoon-ahead-of-trump-s-return,"원화강세,달러환율,주식시장,경제안정,정치불확실성",한국,Positive
2024-12-15 15:00,군 지휘부 대규모 교체,국방부가 계엄 관련 지휘관들을 대거 교체했다. 특전사령관 수도방위사령관 등이 보직 해임됐다. 군의 정치 중립 원칙을 재확인하고 신뢰 회복에 나섰다. 문민통제 강화 조치가 시행됐다.,Korea Times,https://www.koreatimes.co.kr/www/nation/2024/12/205_388307.html,"군지휘부,교체,특전사,정치중립,문민통제",한국,Negative
2024-12-15 16:00,"시민사회 ""민주주의 승리"" 선언","시민단체들이 탄핵 가결을 ""민주주의의 승리""로 평가했다. 평화적 시민 참여가 독재 시도를 막았다고 자평했다. 향후 민주주의 강화와 개혁 과제를 제시했다. 시민 의식의 성장을 확인한 사건이었다.",한겨레,https://english.hani.co.kr/arti/english_edition/e_national/1171687.html,"시민사회,민주주의승리,평화참여,독재저지,개혁과제",한국,Positive
2024-12-15 17:00,"야당 ""신속한 헌재 심판"" 촉구",민주당이 헌재에 신속한 탄핵 심판을 촉구했다. 국정 공백 최소화를 위해 조기 결정이 필요하다고 주장했다. 윤석열의 지연 전술을 경계하며 엄정한 심리를 요구했다.,서울신문,https://www.seoul.co.kr/news/politics/2024/12/20/20241220500014,"야당,헌재촉구,신속심판,국정공백,지연전술",한국,Negative
2024-12-15 18:00,탄핵 가결 의미와 과제,전문가들이 탄핵 가결의 의미를 분석했다. 민주주의 회복력을 입증했지만 정치 개혁 과제가 산적하다고 지적했다. 헌법 개정과 권력구조 개편 논의가 필요하다는 의견이 제시됐다.,CSIS,https://www.csis.org/analysis/yoon-declares-martial-law-south-korea,"탄핵의미,전문가분석,민주주의회복,정치개혁,헌법개정",한국,Positive
2024-12-15 19:00,보수 진영 분열 심화,탄핵 가결로 보수 진영의 분열이 심화됐다. 친윤과 반윤으로 갈라진 국민의힘의 향후 진로가 불투명해졌다. 차기 지도부 선출과 정체성 재정립이 과제로 떠올랐다. 보수 재편이 불가피해졌다.,조선일보,https://www.chosun.com/english/national-en/2024/12/06/PQCEUXABFRBNTEYSOJRH4XEJYI/,"보수분열,친윤반윤,국민의힘,지도부선출,정체성",한국,Negative
2024-12-15 20:00,2024년 한국 민주주의 시험대,2024년 12월 3일부터 15일까지 한국은 민주주의의 시험대에 올랐다. 대통령의 위헌적 계엄 선포에 맞선 시민들의 평화적 저항이 승리했다. 국회의 신속한 대응과 시민 참여가 민주주의를 지켜냈다. 한국 민주주의의 성숙함을 세계에 보여준 13일이었다.,Economist,https://www.economist.com/leaders/2024/12/04/south-korean-president-yoon-suk-yeol-should-resign-or-be-impeached,"민주주의시험,시민저항,평화승리,국회대응,성숙함",한국,Positive
2024-12-15 9:30,"헌법재판소, 윤석열 대통령 탄핵심판 절차 착수",헌법재판소가 휴일인 12월 15일 오전 10시 재판관 회의를 소집하여 윤석열 대통령 탄핵심판 사건 처리 일정을 논의했다. 문형배 헌법재판소장 권한대행은 사안의 중대성을 고려해 0순위로 재판과정을 진행할 것이라고 밝혔으며 12월 27일부터 청구인과 피청구인의 의견을 토대로 진행할 예정이다. 주심 재판관은 비공개하기로 결정했다.,나무위키,https://namu.wiki/w/윤석열_대통령_탄핵_심판/진행내역,"탄핵심판,헌법재판소,윤석열,문형배,재판관회의",한국,Positive
2024-12-15 14:00,"국민의힘, 탄핵 가결 후 내부 갈등 심화",윤석열 대통령 탄핵소추안 가결 다음날 국민의힘 내부에서 탄핵 찬성표를 던진 의원들에 대한 비판이 거세지고 있다. 친윤계 의원들은 당론을 어긴 의원들의 징계를 요구하며 당의 결속력 약화를 우려했다. 한편 일부 의원들은 국민 여론을 무시할 수 없었다며 탄핵 찬성 결정을 옹호했다.,위키백과,https://ko.wikipedia.org/wiki/윤석열_대통령_탄핵,"국민의힘,탄핵,내부갈등,친윤계,당론",한국,Negative
2024-12-16 10:20,"탄핵 반대 집회 전국 확산, '윤석열 지키기' 목소리",전광훈 목사가 이끄는 탄핵 반대 세력이 서울 광화문과 여의도 일대에서 대규모 집회를 열고 헌법재판소의 탄핵 기각을 촉구했다. 집회 참가자들은 야당의 입법독재를 규탄하며 윤석열 대통령의 계엄 선포가 정당했다고 주장했다. 경찰 추산 3만여 명이 집회에 참가했으며 일부 과격한 구호도 등장했다.,나무위키,https://namu.wiki/w/2024년_윤석열_탄핵_촉구_집회,"탄핵반대,전광훈,광화문,집회,입법독재",한국,Negative
2024-12-16 15:45,"한덕수 총리, 대통령 권한대행 첫 국무회의 주재",한덕수 국무총리가 대통령 권한대행으로서 첫 국무회의를 주재하며 국정 안정화를 강조했다. 한 총리는 외교안보 일정을 차질 없이 추진하고 경제 불안정성을 최소화하겠다고 밝혔다. 그러나 비상계엄 당시 국무회의에 참석했던 한 총리에 대한 내란 혐의 수사가 진행 중이어서 권한대행의 정당성 논란이 제기되고 있다.,나무위키,https://namu.wiki/w/한덕수_권한대행_체제/2024년_12월,"한덕수,권한대행,국무회의,국정안정,내란혐의",한국,Negative
2024-12-17 8:30,"경찰, 윤석열 대통령 내란 혐의 수사 공수처 이첩",경찰 국가수사본부가 윤석열 대통령의 내란 혐의 고발 사건을 고위공직자범죄수사처로 이첩했다. 공수처는 윤 대통령에 대한 첫 소환 조사를 12월 18일로 예정했으나 윤 대통령 측은 변호인 선임이 완료되지 않았다며 출석 거부 의사를 밝혔다. 이로써 수사가 장기화될 전망이다.,나무위키,https://namu.wiki/w/윤석열_정부_비상계엄/해제_이후/2024년_12월_3주차,"경찰,공수처,내란혐의,소환조사,수사",한국,Positive
2024-12-17 11:00,"보수단체, '부정선거 의혹' 제기하며 계엄 정당성 주장",일부 보수단체가 2024년 4월 총선에서 부정선거가 있었다며 윤석열 대통령의 계엄 선포가 이를 바로잡기 위한 정당한 조치였다고 주장했다. 이들은 선거관리위원회 서버 해킹 가능성을 제기하며 재검표를 요구했다. 그러나 선관위는 이미 국정원의 보안점검을 통해 시스템 안전성이 확인됐다고 반박했다.,나무위키,https://namu.wiki/w/윤석열_대통령_탄핵_심판/진행내역,"부정선거,보수단체,계엄정당성,선관위,재검표",한국,Negative
2024-12-17 16:30,"국회, 계엄 사태 국정조사 특위 구성 논의",우원식 국회의장이 계엄 사태에 대한 국정조사 특별위원회 구성을 위해 여야에 12월 20일까지 위원 명단 제출을 요청했다. 더불어민주당은 계엄 관련자 전원에 대한 철저한 조사를 주장한 반면 국민의힘은 야당의 정치적 공세를 우려하며 신중한 접근을 요구했다. 특위 구성을 둘러싼 여야 갈등이 예상된다.,나무위키,https://namu.wiki/w/윤석열_정부_비상계엄/해제_이후/2024년_12월_3주차,"국회,국정조사,특위,우원식,여야갈등",한국,Positive
2024-12-18 9:00,"윤석열 대통령, 공수처 첫 소환 불응",고위공직자범죄수사처가 윤석열 대통령에게 12월 18일 오전 10시까지 출석하라고 통보했으나 윤 대통령은 출석하지 않았다. 윤 대통령 측은 변호인단 구성이 완료되지 않았고 탄핵심판 준비가 우선이라며 불출석 사유를 밝혔다. 공수처는 재소환 여부를 검토하겠다고 밝혔다.,나무위키,https://namu.wiki/w/윤석열_정부_비상계엄/해제_이후/2024년_12월_3주차,"공수처,소환,불응,윤석열,변호인단",한국,Negative
2024-12-18 13:40,"헌재, 대통령경호처의 탄핵심판 서류 수취 거부 공개",헌법재판소가 대통령경호처가 윤석열 대통령 탄핵심판 관련 서류 수취를 거부했다고 밝혔다. 헌재는 윤 대통령 측과 법사위원장에게 12월 24일까지 입증계획과 증거목록 제출을 요구했으며 포고령 1호와 국무회의 회의록 제출도 요청했다. 이로 인해 재판 절차에 차질이 우려되고 있다.,나무위키,https://namu.wiki/w/윤석열_정부_비상계엄/해제_이후/2024년_12월_3주차,"헌재,경호처,서류거부,탄핵심판,증거제출",한국,Positive
